text,Bored,Angry,Sad,Fear,Happy,Excited
Nigel farage chats utter shit,0.3286404415,0.2909903612,0.1030527797,0.1519754824,0.0219988826,0.1033420526
igel_Farage: Thanks for watching AskNigelFarage! If you want more detail please visit ,0.0,0.0450042152,0.067354456,0.1493075491,0.5277129003,0.2106208793
ikpowell: AskFarage  another BBC stitch up job. BBC biased against UKIP.,0.1222706348,0.3182673799,0.1073453126,0.1466861949,0.1507895567,0.1546409212
igel_Farage: Thanks for watching AskNigelFarage! If you want more detail please visit ,0.0,0.0450042152,0.067354456,0.1493075491,0.5277129003,0.2106208793
"wenJones84: One week to kick the Tories out. If not, five more years of David Cameron, George Osborne, IDS, and Michael Gove. It's up …",0.0401188365,0.1333876163,0.0766439268,0.127224205,0.3273928742,0.2952325413
arnabyEdwards: Here's Nigel Farage saying that he wants to move away from the NHS to private health companies. AskNigelFarage http://…,0.0427587279,0.334764331,0.2315953635,0.1509647691,0.1134958737,0.1264209348
iveLoveCeltic: Milliband walked hand in hand with the tories during indyref  Tonight he walks hand in hand with them once again....Ca…,0.0381346019,0.2097920887,0.1281820033,0.2218231786,0.1701978818,0.2318702458
UKIP won't be there this year or the next election but get behind them and we will get there in the end UKIP bbcqt,0.0620468654,0.2280894557,0.1536983252,0.1201575426,0.1468389662,0.2891688449
eaubeau888: Ed Milliband came on top on the Sun's Twitter worm. Bet they won't mention that in their paper tomorrow. …,0.066328357,0.1938023063,0.1134441002,0.1899816508,0.201346109,0.2350974767
"ac123_m: Ed Miliband has spelt it out again. No deals with the SNP.
There's a choice:
Vote SNP get Tories
Vote LAB and get LAB http://…",0.0939421064,0.3097427983,0.1169479988,0.1272834082,0.155050806,0.1970328822
"KIP: UKIP Leader igel_Farage: ""I've had a chequered health career, and here's what I've learned"" AskNigelFarage NHS …",0.1500292668,0.1350159361,0.132133771,0.1881613574,0.166688517,0.2279711517
"akeyt23: woodward76 
That's worth a read. From a Tory as well!
And Bedroom tax, VAT rise, NHS in a mess etc. T…",0.0513579953,0.1827628323,0.0974576071,0.1513335302,0.2410324696,0.2760555655
acksenukip I would have paid money to have seen his face lol. I hope he didn't drop it on the floor litterbug  KIP dgehill,0.2594908627,0.0961140091,0.1498180636,0.2853460763,0.1155139786,0.0937170098
Did Farage just say you need to show health insurance at customs if you go to the US? Because I never have. And I've been treated here.,0.0370075974,0.4030761924,0.3081178735,0.1639308559,0.0419814466,0.0458860342
I think its a bit wrong that Ukip weren't given a slot on bbcqt as after watching him in Birmingham hes made his points better than Ed &amp; co,0.1397259664,0.2679240352,0.2424817857,0.2282612849,0.0507031453,0.0709037825
"arbertred: .d_Miliband I'm not an SNP supporter, but I find your stance over them is nothing short of political blackmail and shows …",0.0275396004,0.1594834201,0.0690095441,0.1341622117,0.1607768845,0.4490283392
"homasmessenger: For all Tories claiming that Labour overspent and thus caused a global financial crisis, ahem... ",0.0917372589,0.228741132,0.1692905563,0.2623634601,0.1239551641,0.1239124285
"eteWishart: The winner of this 'debate' is Nicola Sturgeon, again. And she's not even there. bbcqt",0.1209598572,0.276586208,0.2039862897,0.1590428293,0.1235911742,0.1158336416
"evinJPringle: One of many bizarre things about d_Miliband's anti-SNP stance is he doesn't reject deal with LibDems, who imposed aust…",0.0748292408,0.1579065972,0.2257978917,0.3501930736,0.0811164405,0.1101567562
akepainter2: Farage absolutely smashed it VoteUKIP2015 AskNigelFarage,0.009862563,0.3145895107,0.0130064265,0.0416599448,0.2034933335,0.4173882214
"Imagine, if Farage won, just imagine.",0.0388534014,0.0708545477,0.2706051699,0.3421986743,0.1308050942,0.1466831126
ingsScotland I'm not sure you're entirely correct. I think they are so fixated by SNP they have actually forgotten about the voters.,0.047586719,0.1948137435,0.324791132,0.2592148113,0.0940906921,0.0795029021
"ommy_Colc: Financial Times come out in support of Tories claiming Miliband is ""preoccupied w/ inequality"". The man who wrote it http:/…",0.0553143482,0.2738132473,0.2353300422,0.1611514989,0.1398164778,0.1345743856
"eresaC123: Mirror Poll Who came off best on Leaders' Question Time?bbcqt
Ed Miliband - 71%
David Cameron - 25%
Nick Clegg - 4%  http:…",0.0336741134,0.239179694,0.0958118503,0.131445865,0.1991546243,0.3007338531
igel_Farage: Thanks for watching AskNigelFarage! If you want more detail please visit ,0.0,0.0450042152,0.067354456,0.1493075491,0.5277129003,0.2106208793
Well done igel_Farage and UKIP on bbcqt. Very well spoken against the BBC's blatant anti UKIP agenda.,0.0351488271,0.1983160189,0.0555389418,0.0657657231,0.4835408799,0.1616896091
igel_Farage: Thanks for watching AskNigelFarage! If you want more detail please visit ,0.0,0.0450042152,0.067354456,0.1493075491,0.5277129003,0.2106208793
hloeMillband  why do you strongly oppose any of that?,0.0923040363,0.2896738706,0.29895646,0.221178126,0.0323537569,0.0655337503
"LATFascists: UKIP candidate for Heywood &amp; Middleton either racist or so stupid that he doesn't know what ""condone"" means. …",0.0859543409,0.5499650649,0.1297624523,0.0834714418,0.0696150021,0.0812316979
"ingsScotland: Steady on, everyone - here's what Ed Miliband ACTUALLY said tonight: ",0.1917776261,0.1831776348,0.1739483019,0.2265516778,0.0978073726,0.1267373867
eaubeau888: Ed Milliband came on top on the Sun's Twitter worm. Bet they won't mention that in their paper tomorrow. …,0.066328357,0.1938023063,0.1134441002,0.1899816508,0.201346109,0.2350974767
igel_Farage: Thanks for watching AskNigelFarage! If you want more detail please visit ,0.0,0.0450042152,0.067354456,0.1493075491,0.5277129003,0.2106208793
"obyperkinsmp: As Tory press grows ever more desperate, just think -Britain could be just 7 days away from a PM who owes Murdoch nothin…",0.0991486931,0.2135686026,0.1389561501,0.2153832677,0.141556234,0.1913870524
"Despite o_Coburn most valiant efforts in showing her bias against igel_Farage he nailed his points and stood his UKIP ground,",0.0232098528,0.1631976951,0.1648871063,0.1377541391,0.2983355987,0.212615608
"ycoonalan: Get in, loser, we're going to Westminster icolaSturgeon SNP SNPbecause asknicola ",0.0198722091,0.153987734,0.0491139734,0.107739953,0.2787940854,0.3904920452
Love Nigel Farage 🙌🏻,0.0338897761,0.1385288418,0.0293422496,0.1166751596,0.4093772821,0.2721866908
Why is Ed Milliband trending when him name is Ed Miliband?,0.1391754173,0.1337615617,0.2459485025,0.2720145679,0.0457873957,0.1633125549
arcloboda: Remember this?? Fucking brilliant.. What a tit David Cameron is 😂😂😂 ,0.0429906534,0.2871665984,0.0917783384,0.1520663258,0.2440506859,0.1819473981
akepainter2: Farage absolutely smashed it VoteUKIP2015 AskNigelFarage,0.009862563,0.3145895107,0.0130064265,0.0416599448,0.2034933335,0.4173882214
No way will I be voting for The Conservatives after David Cameron pledged his blinding support for Israel.,0.1080553471,0.3281559314,0.187240289,0.26780699,0.0365828993,0.0721585432
KLabour: Confirmed by d_Miliband - there'll be no deals and no coalitions with the SNP bbcqt ,0.0641058184,0.1945093325,0.201333987,0.1596513801,0.1693324643,0.2110670177
eddyUKIPClark: KIP ndyolsenukip a consequence of nasty vindictive EUSSR BBCEUSSR bias,0.0581661067,0.1593238647,0.1899972953,0.3607244774,0.0820045138,0.1497837421
igel_Farage: Thanks for watching AskNigelFarage! If you want more detail please visit ,0.0,0.0450042152,0.067354456,0.1493075491,0.5277129003,0.2106208793
heldanKeay: I've watched this vine of Ed Miliband and The Rock ten times and I'm still laughing. ,0.0086637026,0.0316871052,0.092627025,0.2123361961,0.1141224072,0.5405635639
Perhaps Labour can only win in England (&amp; Wales) if Miliband refuses a deal with the scots SNP middleEngland swingvote saywhatyoumean,0.0942919315,0.3083686537,0.154918588,0.1985249716,0.116144463,0.1277513921
=amesKLabMSP heSNP how do you think this is going down with the Scottish people. Ed would rather have the Tories than Scottish politicos,0.2535541264,0.2382622568,0.1202699363,0.2215759951,0.0777035483,0.0886341371
"Question Time crowd emerge as stars on a night of vicious attacks on leaders: Cameron, Miliband and Clegg all ... ",0.0550588843,0.0926376807,0.1073171152,0.1673565228,0.2172649936,0.3603648034
"englaze: Great line from Lucy Powell on Miliband's minor trip: ""Ed slipped on David Cameron's sweat."" GE2015 bbcqt",0.0107587614,0.168394099,0.0796451074,0.1184747735,0.3489265146,0.2738007441
Trying not to spill the truth tea 😭🐸☕️ ,0.0588121384,0.126343566,0.2329499036,0.4445961107,0.0563093881,0.0809888932
oxgoose: BBC sends Tory audience home for Nigel &amp; buses in the usual motley crew of students/anti-frackers/union thugs etc. Back to bu…,0.2610764262,0.2183120761,0.1577145306,0.1311277205,0.1233183403,0.1084509064
Great defence of the Union again from Miliband tonight. I hope he means it.,0.0279814697,0.1237916347,0.0699537828,0.1498478125,0.3146669654,0.3137583349
igel_Farage: Thanks for watching AskNigelFarage! If you want more detail please visit ,0.0,0.0450042152,0.067354456,0.1493075491,0.5277129003,0.2106208793
heScotsReiver: milliband destroyed Labour in Scotland by appointing Murphy and has now destroyed Labour UK by refusing to work with Sc…,0.1133919626,0.3660484013,0.2344643908,0.172670885,0.0401922414,0.0732321189
K_Culture: Well igel_Farage was excellent despite an antagonistic host and audience. Well done Nigel! UKIP BBCQT,0.0232766852,0.1601932545,0.0190376464,0.0551750402,0.4705507888,0.2717665848
ichelleMone: Really good tonight avid_Cameron he's turned the economy around in 5 yrs Millions of new jobs.Miliband would put all th…,0.0855587117,0.1419961611,0.0710439039,0.143509532,0.29332137,0.2645703213
"utchCredo: igel_Farage Nice job on TV tonight, at least they let you speak. UKIP",0.100766551,0.1628714976,0.0800210827,0.1461160265,0.3192724312,0.1909524109
"otrodCadets: Nicola Sturgeon is an absolute class act. Clear, bold and always human. GE2015 askNicola",0.0292339388,0.1614473492,0.0561315447,0.0544322814,0.344621951,0.3541329349
artynMcL: The Lynton Crosby show is in full swing after David Cameron's bbcqt appearance ,0.0266847811,0.1137586176,0.0548223488,0.2254884314,0.2489123654,0.3303334557
illiesAlasdair: Very brave Ed Miliband putting Union above politics respect bbcqt SNPout,0.0839741758,0.2423810544,0.039403509,0.0949371328,0.2311130568,0.3081910713
osscolquhoun: Watch d_miliband indicate he'd rather let in Tories than work with heSNP. voteSNP to make Scotland's voice heard ht…,0.0472649602,0.2471484547,0.1728488149,0.2148422581,0.1662177029,0.1516778091
"acbloscaidh: After d_Miliband conceded he'd rather allow Tories in before working with Scots/SNP, I really do feel so much Better To…",0.0716428154,0.1086268239,0.1071221055,0.1953050491,0.2881849818,0.2291182244
eaubeau888: Ed Milliband came on top on the Sun's Twitter worm. Bet they won't mention that in their paper tomorrow. …,0.066328357,0.1938023063,0.1134441002,0.1899816508,0.201346109,0.2350974767
"est_views: The BBC's Glen Campbell just can't disguise his dislike of Nicola &amp; the SNP.
We need a national broadcaster instead of a W…",0.0677145365,0.241822129,0.1714520084,0.1762007128,0.1443904646,0.1984201487
amaGlasgow hahahahahahahaha She must be a total moron to believe that and also ah shit she's a Tory what am I thinking!!,0.0773506098,0.2327268091,0.1476592012,0.3039910034,0.0535022704,0.184770106
"nionstogether: Labour didn't cause the crash. Not Ed Miliband saying that, the former Governor of the Bank of England bbcqt http://t.…",0.131562144,0.3280426106,0.1736006726,0.2074257305,0.0750130011,0.0843558412
igel_Farage You came across very well tonight Nigel. keep it going and let's get UKIP MP's in,0.0158372747,0.184687175,0.0092144046,0.0641128813,0.312876256,0.4132720084
"ouiseMensch Farage  must be trending, you've gone quiet!!!!",0.1183557317,0.2186867136,0.0898214927,0.2646989677,0.1513834168,0.1570536776
"orthOfAWall: ""Let me answer that"" say Farage.  Yes Jo Coburn let him answer!!!  AskNigelFarage",0.0,0.281486422,0.1033644377,0.1268800586,0.2540929541,0.2341761275
attHancock2015: Safe to say EdM’s weak performance showed he’s too weak to stand up to SNP. Truth is British people would pay price ht…,0.0877771903,0.1913812341,0.1035472986,0.1172141154,0.2384515966,0.2616285651
"ommy_Colc: Financial Times come out in support of Tories claiming Miliband is ""preoccupied w/ inequality"". The man who wrote it http:/…",0.0553143482,0.2738132473,0.2353300422,0.1611514989,0.1398164778,0.1345743856
"ichaelH14: If UK was like Greece, Clegg, how come the UK's net public debt as % of GDP was less then Germany's in early 2010 ? bbcqt",0.1045264403,0.178254922,0.2312440735,0.2350307022,0.1302350118,0.1207088501
asselschmuck: How much have The Daily Telegraph paid to get their anti Ed Miliband screeds on the front page of Google? Or was it Tory…,0.089864648,0.261961985,0.21515148,0.2369209687,0.099055565,0.0970453533
"igel_Farage: I'm proud of UKIP's health policy, which the public has voted as the most popular AskNigelFarage ",0.0214953044,0.0794579834,0.0434926608,0.1060194553,0.4029086902,0.3466259059
"ndyjameshicks: Leeds Tories congratulating their own BBCQT ""audience member"" ",0.104647097,0.1617969055,0.1485382653,0.1808967418,0.1540720698,0.2500489205
=turdyAlex Quite. Farage is a much bigger statist than he makes out. and a total hypocrite on Free speech. pathetic stuff.,0.1374287143,0.4462780883,0.1561173155,0.1178598424,0.0688877499,0.0734282897
tanduptoUKIP: Don't trust UKIP. Don't trust Nigel Farage AskNigelFarage ,0.0506814726,0.3523299958,0.1325185727,0.1735538014,0.1488567284,0.1420594291
"AskNigelFarage We've had one of the sunniest April's on record this year, have UKIP checked how many gays left the country over Easter?",0.1265030021,0.1414280437,0.1732412155,0.3107553343,0.1228244948,0.1252479096
"arcuschown: Retweet if you think David Cameron is on the side of tax avoiders rather than nurses, firefighters, teachers and other ord…",0.063329222,0.1680346004,0.0559448442,0.131384299,0.2348596993,0.3464473351
maher70: If you tick the box for Tory party you tick the box for child poverty and disabled child poverty bbcqt,0.0691393219,0.3268086632,0.1626262768,0.1765519186,0.0857071437,0.1791666759
KIP: On the SmokingBan - within 6 months of bringing it in Germany rescinded it AskNigelFarage NHS ,0.2946497946,0.1065666426,0.0933337884,0.1614214901,0.1500653903,0.193962894
_Liberty_Rebel: Kept a running tally. Coburn interrupted a Farage answer 20 times. AskNigelFarage BBCBias bbcqt,0.0379714046,0.4793014309,0.1548069159,0.1490230127,0.064828734,0.1140685019
"Miliband has ruled out being PM. Universally accepted that without the SNP, Labour can't get in No.10. He should resign tomorrow. The tit.",0.0862464581,0.2474198257,0.1924300122,0.207919487,0.112889418,0.1530947989
ndy2heart: watching nigel farage who speaks a lot nore sense than many other politicians he knows his facts and speaks a lot of sense,0.0815047254,0.1614696806,0.118609437,0.1566020924,0.2806880655,0.2011259991
"For all its faults (having Clegg on &amp; that really shouty woman), the bbcqt programme tonight was bang on. Good stuff from BC Thanks",0.0293422976,0.1756841513,0.0386164759,0.1090270733,0.4579176361,0.1894123658
mainian: so a 25% UKIP audience but majority anti UKIP questions selected!!  Well done Nigel in your answers..,0.0526515197,0.2176481169,0.1095164511,0.1156236626,0.3442355923,0.1603246574
nightErrant4: KIP igel_Farage LibLabCon just seem to pull their money for the NHS right out of their arses. UKIP actually say wher…,0.2254859818,0.3286606427,0.11982988,0.1653255403,0.0742853965,0.0864125587
openothate: Please RT: UKIP Parliamentary Candidate for Heywood and Middleton constituency ohnBickleyUKIP just posted this http://t.…,0.031242512,0.0967554276,0.126910943,0.1702097257,0.3461615765,0.2287198152
aul__johnson: It was an audience that smelled blood and went for it. reedland on bbcqt ,0.0,0.1350229084,0.0877525523,0.2507246857,0.2108341709,0.3156656827
illwilson0208: yanPollock_ yeah mate looking like snp will get every mp. Defo will hold the power mate,0.0411995105,0.3156211112,0.0159698289,0.0807963545,0.1943355387,0.3520776562
"illymac1964: cotlandTonight bcqt If Ed Miliband won't do everything he can to keep the Tories out, he shouldn't be leader of the L…",0.1075593688,0.3861812504,0.1198223539,0.1237891133,0.1075340863,0.1551138273
"aily_Record: Embarrassment as SNP candidate knows sweet FFA about flagship economic policy 
 …",0.0576429289,0.1884360604,0.1835008161,0.3015844598,0.1121360552,0.1566996795
"OYOURPAPARAZZI: Finally! Exposed! The Deficit Myth! So, David Cameron When Are You Going to Apologise? ndyCavster  …",0.0458309273,0.1015840272,0.1490051171,0.2942933188,0.2289480089,0.1803386007
"amesKelly: Miliband's suicidal ""1979 moment"" : he admits he'll let a Tory govt in to prevent Scotland having influence - …",0.0542300084,0.1957591303,0.23231832,0.1996004582,0.1336873784,0.1844047046
"ommy_Colc: FT come out in support of Tories claiming Miliband is ""preoccupied w/ inequality"". The man who wrote it turdyAlex http://…",0.0797155016,0.164117452,0.1214102221,0.174550979,0.1769023714,0.2833034738
"=LATUKIP according to this UKIP candidate, all Africans are poor.  also said, to a Jewish audience, Muslim schools promote intolarance.",0.0872730463,0.2446241068,0.3021034286,0.1681700309,0.108131779,0.0896976084
ichardLochhead: Miliband saying he'd rather put Tories in power than do deal with heSNP means Labour just committed Hari-Kari in Sco…,0.0797126744,0.2742745138,0.1623476865,0.2638715894,0.0903438797,0.1294496562
"Milliband ' s logic.If Tories can get,through deals, X seats and Lab + SNP is X+1 then Milliband will throw vulnerable to Tory wolves. Crap",0.0576718859,0.2269086063,0.214536016,0.2012110243,0.129697595,0.1699748725
"There was no runaway winner in LibLabCon Question Time Q&amp;A, but the biggest loser was Ed Miliband. He was trashed on economy+business bbctw",0.1015654021,0.2016808473,0.2349520403,0.1964567402,0.0981296955,0.1672152745
"imonGosden: Ed Milliband came over as a Prime Ministerial figure - calm, assured, confident with considerable presence and a huge conv…",0.0307160174,0.0892253449,0.0451945915,0.1142863018,0.3186206345,0.4019571098
"yan_murton: AskNigelFarage The reality is that everyone will look back in 2025 and say ""Farage was right all along""",0.0825353695,0.1087959253,0.2265459033,0.1860300032,0.1795481977,0.2165446008
"kyNews: i FRONT PAGE: ""No deal with SNP"" skypapers ",0.0251978361,0.246705161,0.1605887949,0.1929428554,0.1325019226,0.24206343
"imonGosden: Ed Milliband came over as a Prime Ministerial figure - calm, assured, confident with considerable presence and a huge conv…",0.0307160174,0.0892253449,0.0451945915,0.1142863018,0.3186206345,0.4019571098
Sol Campbell reactivates Twitter account to rant about Ed Miliband ,0.0864279522,0.1845820292,0.1013626019,0.1820790353,0.2039579424,0.241590439
KIPHavant: igel_Farage speaks commonsense. This is what sets him and KIP apart from the Lib/Lab/Con who have no common sense &amp; on…,0.1112675344,0.3608443948,0.1541815645,0.1239120181,0.1264503889,0.1233440994
iss_s_b ickjbarlow arkReckons Just don't into that darkened room with Ed Miliband...for all sorts of reasons,0.0662133619,0.2229331008,0.2151275082,0.2490803454,0.12186501,0.1247806736
Union organiser: Murdoch's Sun newspaper is backing SNP in Scotland and Tories in England ... He isn't backing... ,0.0943708328,0.2756285845,0.236420325,0.2134317843,0.0809367107,0.0992117627
"=D3V1NE imForScotland we had the SNP and Their jamboree last year, everyone is sick of them, Except of course Their devout followers.",0.0206465582,0.1718618002,0.1386045067,0.100806852,0.4619241251,0.1061561579
"igel_Farage: I'm proud of UKIP's health policy, which the public has voted as the most popular AskNigelFarage ",0.0214953044,0.0794579834,0.0434926608,0.1060194553,0.4029086902,0.3466259059
ueenOfNaw: nniewells12 amiegreeneUK cotTories SNPout I bet you know more about ffa than the snp's dross candidates. Good luck t…,0.0291345999,0.094672913,0.0336176388,0.1026303525,0.4404607576,0.2994837382
"ikeyukhc: Nick Robinson, with the view from up David Cameron's arse.",0.0523461508,0.11365775,0.0717350139,0.2071659224,0.2791263992,0.2759687637
=KIP well done Nigel xx,0.5767453177,0.0591370666,0.008508246,0.0629542292,0.1786508398,0.1140043007
"icolaSturgeon: If Miliband is going to let Tories in rather than work with SNP, we will definitely need lots of SNP MPs to protect Sco…",0.0482856832,0.2669388375,0.1264576558,0.1657886699,0.1449247069,0.2476044468
"abourEoin: Do not retweet this. I repeat, do not retweet this......... David Cameron would be most upset. BBCqt ",0.0247866471,0.4898658832,0.2393530137,0.1499303754,0.0406437585,0.055420322
BCDouglasF: Sturgeon QE2015: a lot of her 30mins on the back foot over indyref2 + health questions. Lacked usual clarity of key mess…,0.0533426423,0.3566110536,0.2500449065,0.2058299319,0.0527677224,0.0814037434
"ancerGuard: Farage is politely destroying every narky, myth-ridden question that's put his way!
VoteUkip NigelFarage Thanet Thane…",0.0414851265,0.3286527298,0.1187079326,0.1522342092,0.1279231533,0.2309968486
"ock2shark: Nigel Farage is like a clean sharp honest knife cutting through and answering all clean sharp questions and dicing the BS.
…",0.023697441,0.2034802596,0.084022868,0.1420606034,0.1786649267,0.3680739014
"BCJamesCook: Ed Miliband says he'd rather not have a Labour government than do a ""confidence and supply"" deal with the SNP. GE2015",0.0972351541,0.2134601544,0.1412309626,0.1493450273,0.2397581783,0.1589705235
BCJamesCook: SNP leader icolaSturgeon - Scotland would never forgive Labour for preferring a Tory govt to a deal with the SNP. http:…,0.0645117131,0.2937304923,0.1109171069,0.1723724256,0.1624487534,0.1960195087
avidschneider: Gutted for Miliband. He did well but should never have got Madonna to do his choreography stumblegate bbcqt,0.1180736131,0.2530729624,0.2438121518,0.2191473208,0.0912286831,0.0746652688
HEZ106WOODY: onamormusic Yes you do! You know how to get here.. take a left at the oak... &amp; our Tories don't care that much about un…,0.0347991338,0.2216146336,0.0957541206,0.1361545504,0.2512377725,0.2604397889
ourgadgetpair: Just 23 seats to stop Ed Miliband and the SNP. Let's get out there and SecureTheRecovery:  http:…,0.0662158681,0.1892513131,0.1492277279,0.1917728098,0.1389419881,0.264590293
KIPHavant: igel_Farage speaks commonsense. This is what sets him and KIP apart from the Lib/Lab/Con who have no common sense &amp; on…,0.1112675344,0.3608443948,0.1541815645,0.1239120181,0.1264503889,0.1233440994
Ha ha! Think there's been a strong and commanding press release from Tory HQ? ,0.0343801947,0.0965663392,0.0602291152,0.2088338573,0.1712124722,0.4287780214
igel_Farage: Thanks for watching AskNigelFarage! If you want more detail please visit ,0.0,0.0450042152,0.067354456,0.1493075491,0.5277129003,0.2106208793
Sol Campbell reactivates Twitter account to rant about Ed Miliband ,0.0864279522,0.1845820292,0.1013626019,0.1820790353,0.2039579424,0.241590439
ndependent: The interview with Russell Brand that could well win Ed Miliband the General Election  …,0.0547143157,0.1081469634,0.0722923725,0.1674439688,0.2684529726,0.3289494071
"Miliband to Murphy:
Well, here's another fine mess we've gotten ourselves into.
Murphy: But eh ah wah hah wooo hoo.",0.0213472671,0.1838050215,0.2407854649,0.1966654188,0.1812002312,0.1761965966
"evinMcKenna63 ndependent_SCO ""Vote Labour, get Tory"", is that really what he's saying?",0.1328481754,0.1959737665,0.1869000076,0.2316804478,0.1290620772,0.1235355254
"ydiaJane13 hrisPhillips_ For the record, I'm not a big fan, I just feel like he has 'some' valid points. Sturgeon scares me though...",0.0259697282,0.0655465005,0.306805789,0.5272146748,0.0217238945,0.0527394129
laid_Cymru oranrisin eanneWood Unlike your partners in Scotland who supported Thatcher and brought in 18 yrs of tory rule!,0.0673187981,0.3496161481,0.0984092694,0.1341576394,0.1618403154,0.1886578297
irrorPolitics: 7 things David Cameron said on tonight's Question Time debate that weren't *quite* correct  http:…,0.0663777585,0.1510341203,0.0950859096,0.2304421171,0.2241269219,0.2329331726
All hail Nigel UKIP,0.0090283784,0.0383892067,0.0097156028,0.029127032,0.128187534,0.7855522461
imothy_stanley: Farage's preference for reversing the smoking ban is a rare example of a conservatism that actually seeks to turn the…,0.0751140257,0.2470189588,0.1307619903,0.1930135167,0.1493270122,0.2047644963
d_Catt96: Ed Milliband - Thats Not Me ,0.0749037691,0.1311567802,0.1457886082,0.1012701213,0.3888300565,0.1580506647
"d_Miliband: Working families can't afford five more years of the Tories, but in seven days time people can vote Labour to put working …",0.0797290233,0.2341296257,0.1222505995,0.1409081752,0.1475219053,0.275460671
illier25 measures they put in and let's make the Tory cuts harder. As if labour even offer an alternative.,0.0926271262,0.4068384252,0.2096137495,0.1356941114,0.0615011649,0.0937254229
"ommy_Colc: Financial Times come out in support of Tories claiming Miliband is ""preoccupied w/ inequality"". The man who wrote it http:/…",0.0553143482,0.2738132473,0.2353300422,0.1611514989,0.1398164778,0.1345743856
Nigel farage did pretty well there. Probably the most honest and believable of the candidates. Farage bbc,0.0495580698,0.1169284911,0.0490581048,0.1584746003,0.3595050153,0.2664757187
pectator: Miliband’s refusal to admit that Labour overspent could cost him dear - gforsyth on bbcqt  http://t…,0.0492667611,0.1601768522,0.0685505486,0.159182621,0.2625173065,0.3003059105
"esleyMillercyp: Refreshing 2 listen 2 an open,honest leader KIP followers must B feeling very proud at moment!  bbcqt  igel_Farag…",0.0763171563,0.1180331103,0.0196411146,0.0868225513,0.339328387,0.3598576804
arkfergusonuk: David Cameron says he's hungrier than he was five years ago. So are all of the people reliant on food banks...,0.0496541634,0.1094423264,0.2778875695,0.3172105106,0.0634009698,0.1824044603
"Nigel Farage smashed it. Straight answers, no fucking around. UKIP",0.0759961764,0.2790499581,0.0367563042,0.0840655124,0.1894325814,0.3346994675
Miliband: I'd Pass on PM Job Over Coalition Deal with SNP   ge2015 ,0.0572812037,0.1197698021,0.0947052251,0.1658317043,0.2641073757,0.2983046892
"ancerGuard: Farage is politely destroying every narky, myth-ridden question that's put his way!
VoteUkip NigelFarage Thanet Thane…",0.0414851265,0.3286527298,0.1187079326,0.1522342092,0.1279231533,0.2309968486
uairidhMck93: Miliband effectively saying he'd rather Tory gov than work with SNP is the surest sign yet Labour have given up in Scotl…,0.2274831827,0.2646134153,0.1506096623,0.1773184915,0.0904564285,0.0895188197
David Cameron entscheidet letztes TV-Event für sich -  Berlin,0.0459074905,0.1262866171,0.0965134255,0.1013361641,0.3353609265,0.2945953763
"ostofcameron: snp voters If you don't want the tories back in power in Westminister, VoteLabour ",0.052186187,0.33450122,0.1108915604,0.1511239377,0.1030808076,0.2482162873
atyFBrand: What is obvious from tonight is that Miliband and Clegg really enjoy debating with people about ideas.  Cameron is just irr…,0.0893772732,0.1219107601,0.1214527644,0.2239688199,0.20413493,0.2391554524
"bysmiOs tinkfisttt Les Mis is fucking great mane
And it's more than likely Tory now GetWidDaTimesM8",0.0360861443,0.1492275402,0.1299254536,0.1190319639,0.2065954781,0.3591334199
athynewman: Revealed: David Cameron’s father left offshore assets in tax haven of Jersey    C4News,0.0456808093,0.100509976,0.1939347609,0.2435263106,0.1629739311,0.253374212
KIP: Cheers! Official KIP account passes 100k followers UKIP ,0.6550432437,0.040193897,0.0175218541,0.0518393614,0.1404547144,0.0949469295
ourgadgetpair: WATCH: The question Ed Miliband must answer. GE2015  ,0.0622842391,0.1355203305,0.1719931809,0.1454787631,0.230808983,0.2539145034
arb83: Go nige AskTheLeader AskFarage AskNigelFarage UKIP,0.0387073925,0.1443463482,0.059190123,0.069915573,0.2328968425,0.4549437208
"arendonaldson2: uardian uliet777777 I WILL NOT do a deal with SNP, but a deal with the DEVIL is negotiable, I'll let you rape our …",0.0,0.1556569435,0.0283782959,0.0484086113,0.0887192962,0.6788368531
Pickavance: FT backs Tories! Who'd have guessed that FT leader writer Jonathan Ford was photod posing nxt to Boris in Uni club? http:/…,0.0553623719,0.1540136298,0.2398557541,0.2442064866,0.1596510329,0.1469107247
akepainter2: Farage absolutely smashed it VoteUKIP2015 AskNigelFarage,0.009862563,0.3145895107,0.0130064265,0.0416599448,0.2034933335,0.4173882214
"artCoopsCooper at least Miliband won't destroy Welfare, the NHS and the economy. Plus he'd fight for equality for all, more housing, etc",0.067298539,0.3012884763,0.1582322904,0.138717815,0.1585139749,0.1759489044
Farage was very impressive there to be fair to him,0.0433382849,0.0669570114,0.0416697086,0.1874159799,0.4092316274,0.2513873878
"yan_murton: AskNigelFarage The reality is that everyone will look back in 2025 and say ""Farage was right all along""",0.0825353695,0.1087959253,0.2265459033,0.1860300032,0.1795481977,0.2165446008
"icolaSturgeon: If Miliband is going to let Tories in rather than work with SNP, we will definitely need lots of SNP MPs to protect Sco…",0.0482856832,0.2669388375,0.1264576558,0.1657886699,0.1449247069,0.2476044468
rillingKippers: AskNigelFarage Farage has run out of steam. Has no vision. Mr 10%,0.0407396329,0.2651616538,0.2855406061,0.2152702996,0.0765788845,0.1167089231
